StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,meta_Browser,meta_Version,meta_Operating System,meta_Resolution,consent,Q37_First Click,Q37_Last Click,Q37_Page Submit,Q37_Click Count,Q38_First Click,Q38_Last Click,Q38_Page Submit,Q38_Click Count,entrance,pass_1,timing_mc2a_First Click,timing_mc2a_Last Click,timing_mc2a_Page Submit,timing_mc2a_Click Count,confidence,motivation,pass_4,interview_statements_1,interview_statements_2,interview_statements_3,interview_statements_4,knowledge_before,new_info,strategy,strategy_free,"change_strategy
",change_strategy_free,interview_adj_1,interview_adj_2,interview_adj_3,interview_adj_4,interview_adj_5,interview_adj_6,interviewer_adj_1,interviewer_adj_2,interviewer_adj_3,interviewer_adj_4,interviewer_adj_5,interviewer_adj_6,engagement,age,gender,cond
Start Date,End Date,Response Type,Progress,Duration (in seconds),Finished,Recorded Date,Response ID,Distribution Channel,User Language,Click to write the question text - Browser,Click to write the question text - Version,Click to write the question text - Operating System,Click to write the question text - Resolution,"The only requirement for participation in this study is that you are an adult (18 years or older). 

 

Purpose: 


The purpose of this research study is to test interview techniques for use when questioning criminal suspects or intelligence sources.

 

Procedures:  


If you volunteer to participate in this research study, we will ask you to do the following:

 

You will be asked to take part in an online study where you will be watch video clips. You will be asked to imagine that you are the first person in the video that’s performing several activities. After these watching the clips, you will be interviewed. You may be asked to lie during this interview. After the interview, you will be asked to complete questionnaires about your experiences in the study.

 

The interview will be recorded. You will be given an opportunity to listen to this recording, and you will be given the opportunity to delete the file. If you withdraw from the study, we will delete your recording. All recordings will be stored in a locked data storage room or password protected hard drive. Only members of the research team will have access to the recordings. Recordings will be used only for research purposes (e.g., data coding).

 

We cannot tell you every detail of this study ahead of time, but if you are willing to participate under these conditions we will explain the procedures to you fully after your participation.




Time Commitment:


Your participation in this research study is expected to last for a total of 60 minutes.

 

Potential Risks or Discomforts: 

 
Participants may experience some stress during the interview.  

 
 

Potential Benefits: 
 

 
You will not directly benefit from your participation in this research study.

 
This study may provide valuable information about how police and military personnel can question suspects in an effective manner.

 
 

Payment for Participation: 
 

 

You will be paid £7.75 for your participation.
 

 
 

Confidentiality: 

 

We will make our best efforts to maintain confidentiality of any information that is collected during this research study. We will disclose this information only with your permission or as required by law.

 

We will protect your confidentiality by ensuring that your name and other identifying information is not be present on any of the questionnaires for this study. All documents and recordings will be stored in a locked data storage room or on a password protected hard drive (for electronic files).

 

The research team, authorized University staff and government agencies that oversee this type of research may have access to research data and records in order to monitor the research. Research records provided to authorized, non-University individuals will not contain identifiable information about you. Publications and/or presentations that result from this study will not identify you by name.
 

 
 

Participants’ Rights: 
 

 
Your participation in this research study is entirely voluntary. If you decide not to participate, there will be no penalty to you, and you will not lose any benefits to which you are otherwise entitled.

 
You can decide to withdraw your consent and stop participating in the research at any time, without any penalty.



 

Contact:

Lina Nyström

PhD Candidate

lina.nystrom@psy.gu.se",Timing - First Click,Timing - Last Click,Timing - Page Submit,Timing - Click Count,Timing - First Click,Timing - Last Click,Timing - Page Submit,Timing - Click Count,"To begin your mission you first must decide how to
enter the Zaika Inc. building. You may choose to…","You have successfully entered the Zaika Inc. building. You enter the elevator to take you to the first stop on your mission.


You will soon watch a clip where you perform the first half of the mission. Please try to imagine that it is you performing the activities shown in the clip. Pay close attention to your surroundings and the tasks you are performing. 
We encourage you to take notes while watching the clip.


You need to enter a password below to continue with the study. Leave this webpage open and return to the Zoom call. Let the experimenter know that you need the password for the page ""goldfish"" and they will provide you with the password.",Timing - First Click,Timing - Last Click,Timing - Page Submit,Timing - Click Count,How confident are you in your ability to convince the interviewer that you are innocent?,How motivated are you to convince the interviewer that you are innocent?,"Please leave this page open when you return to the Zoom call for the interview. Do not close this page. 

When you have completed the interview you will receive a password that will allow you to continue with the study.",Below is a list of statements that could describe the interview. Please indicate the extent to which you agree with each statement. - I am confident the interviewer believed I was innocent.,Below is a list of statements that could describe the interview. Please indicate the extent to which you agree with each statement. - It was difficult to convince the interviewer I was innocent.,Below is a list of statements that could describe the interview. Please indicate the extent to which you agree with each statement. - The interviewer was suspicious of me.,Below is a list of statements that could describe the interview. Please indicate the extent to which you agree with each statement. - The statement I gave the interviewer was convincing.,How much did the interviewer know about your activities before the interview?,How new information do you think the interviewer learned about your activities from the interview?,"Did you have a strategy for convincing the interviewer
you were innocent?","If you did, please describe your strategy below.",Did you change your strategy during the interview?,"If you did, please describe how and why you changed your strategy below.","Below is a list of adjectives that could
describe the interview. Please mark the extent to which you agree with
each statement by circling one of the options. - Smooth","Below is a list of adjectives that could
describe the interview. Please mark the extent to which you agree with
each statement by circling one of the options. - Awkward","Below is a list of adjectives that could
describe the interview. Please mark the extent to which you agree with
each statement by circling one of the options. - Comfortable","Below is a list of adjectives that could
describe the interview. Please mark the extent to which you agree with
each statement by circling one of the options. - Difficult","Below is a list of adjectives that could
describe the interview. Please mark the extent to which you agree with
each statement by circling one of the options. - Open","Below is a list of adjectives that could
describe the interview. Please mark the extent to which you agree with
each statement by circling one of the options. - Pleasant","Below is a list of adjectives that could
describe the interviewer. Please mark the extent to which you agree with
each statement by circling one of the options. - Friendly","Below is a list of adjectives that could
describe the interviewer. Please mark the extent to which you agree with
each statement by circling one of the options. - Challenging","Below is a list of adjectives that could
describe the interviewer. Please mark the extent to which you agree with
each statement by circling one of the options. - Aggressive","Below is a list of adjectives that could
describe the interviewer. Please mark the extent to which you agree with
each statement by circling one of the options. - Sympathetic","Below is a list of adjectives that could
describe the interviewer. Please mark the extent to which you agree with
each statement by circling one of the options. - Interested","Below is a list of adjectives that could
describe the interviewer. Please mark the extent to which you agree with
each statement by circling one of the options. - Rough",To what extent did you feel engaged with the clips in the study?,Please state your age,Gender,cond
"{""ImportId"":""startDate"",""timeZone"":""Europe/Berlin""}","{""ImportId"":""endDate"",""timeZone"":""Europe/Berlin""}","{""ImportId"":""status""}","{""ImportId"":""progress""}","{""ImportId"":""duration""}","{""ImportId"":""finished""}","{""ImportId"":""recordedDate"",""timeZone"":""Europe/Berlin""}","{""ImportId"":""_recordId""}","{""ImportId"":""distributionChannel""}","{""ImportId"":""userLanguage""}","{""ImportId"":""QID35_BROWSER""}","{""ImportId"":""QID35_VERSION""}","{""ImportId"":""QID35_OS""}","{""ImportId"":""QID35_RESOLUTION""}","{""ImportId"":""QID33""}","{""ImportId"":""QID65_FIRST_CLICK""}","{""ImportId"":""QID65_LAST_CLICK""}","{""ImportId"":""QID65_PAGE_SUBMIT""}","{""ImportId"":""QID65_CLICK_COUNT""}","{""ImportId"":""QID66_FIRST_CLICK""}","{""ImportId"":""QID66_LAST_CLICK""}","{""ImportId"":""QID66_PAGE_SUBMIT""}","{""ImportId"":""QID66_CLICK_COUNT""}","{""ImportId"":""QID4""}","{""ImportId"":""QID5_TEXT""}","{""ImportId"":""QID39_FIRST_CLICK""}","{""ImportId"":""QID39_LAST_CLICK""}","{""ImportId"":""QID39_PAGE_SUBMIT""}","{""ImportId"":""QID39_CLICK_COUNT""}","{""ImportId"":""QID15""}","{""ImportId"":""QID16""}","{""ImportId"":""QID44_TEXT""}","{""ImportId"":""QID21_1""}","{""ImportId"":""QID21_2""}","{""ImportId"":""QID21_3""}","{""ImportId"":""QID21_4""}","{""ImportId"":""QID22""}","{""ImportId"":""QID23""}","{""ImportId"":""QID24""}","{""ImportId"":""QID25_TEXT""}","{""ImportId"":""QID27""}","{""ImportId"":""QID28_TEXT""}","{""ImportId"":""QID29_1""}","{""ImportId"":""QID29_2""}","{""ImportId"":""QID29_3""}","{""ImportId"":""QID29_4""}","{""ImportId"":""QID29_5""}","{""ImportId"":""QID29_6""}","{""ImportId"":""QID30_1""}","{""ImportId"":""QID30_2""}","{""ImportId"":""QID30_3""}","{""ImportId"":""QID30_4""}","{""ImportId"":""QID30_5""}","{""ImportId"":""QID30_6""}","{""ImportId"":""QID59""}","{""ImportId"":""QID31_TEXT""}","{""ImportId"":""QID32""}","{""ImportId"":""cond""}"
2023-09-16 13:29:04,2023-09-16 13:59:15,0,100,1810,1,2023-09-16 13:59:16,R_1gLSJQnryqXn50c,anonymous,EN,Chrome,116.0.0.0,Macintosh,1440x900,1,0,0,1.721,0,1.547,1.547,1.952,1,2,bowl,0,0,808.996,0,5,7,sos,4,2,1,4,2,6,1,I just tried to leave out the parts that would be really really suspicious and described the rest of the day with confidence,2,,4,3,4,1,4,4,4,2,1,4,4,1,7,21,1,MC2A
2023-09-16 15:28:02,2023-09-16 16:27:20,0,100,3558,1,2023-09-16 16:27:21,R_12o0ySI2DmopfRv,anonymous,EN,Chrome,117.0.0.0,Windows NT 10.0,1536x864,1,2.526,57.389,67.64,2,1.003,168.118,173.044,6,1,bowl,213.401,879.532,879.882,6,3,6,sos,4,4,2,4,1,5,1,I wanted to create as coherent a story as possible,2,,4,5,2,5,4,4,5,1,1,4,5,1,7,18,1,MC2A
2023-09-16 13:14:10,2023-09-16 13:56:36,0,37,2545,0,2023-09-16 17:14:16,R_3iVwhyffQKIKiY1,anonymous,EN,Safari,16.6,Macintosh,1440x900,1,0,0,71.156,0,0,0,165.758,0,2,bowl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MC2A
2023-09-16 16:19:14,2023-09-16 18:51:32,0,32,9138,0,2023-09-16 20:19:15,R_xAfyFqqu5hdQlVf,anonymous,EN,Chrome,116.0.0.0,Windows NT 10.0,1366x768,1,0,0,64.195,0,28.115,28.629,213.904,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MC2A
2023-09-17 10:26:51,2023-09-17 11:29:46,0,100,3774,1,2023-09-17 11:29:47,R_Zme8tPaPjjhZKQF,anonymous,EN,Chrome,116.0.0.0,Windows NT 10.0,1366x768,1,0,0,87.632,0,102.336,102.336,240.018,1,2,bowl,0,0,808.44,0,3,3,sos,4,3,5,3,2,2,1,I think for me I was only focused on actually being in public space of the building than being place in the offices and other spaces which other people are not allowed into so based on that I think i did a solid job the more I talked the more my story was coming clear and kept refining it. Glad I was not asked any details about my imaginery friend I was visiting at Zaika Inc during breaktime.,2,,1,1,2,5,3,2,5,3,1,3,4,2,6,26,1,MC2A
2023-09-17 10:45:10,2023-09-17 11:47:22,0,100,3731,1,2023-09-17 11:47:23,R_yRc8vhudTkPgpMd,anonymous,EN,Chrome,116.0.0.0,Macintosh,1280x800,1,0,0,118.015,0,0,0,214.463,0,2,bowl,803.257,803.257,962.996,1,2,7,sos,1,5,4,3,3,3,1,Deny everything!,2,"I knew I didn't have a good reason to be there, so I felt like I was always on the back foot",3,4,2,4,4,4,4,4,2,3,4,3,7,52,2,MC2A
2023-09-17 11:28:56,2023-09-17 12:21:47,0,100,3170,1,2023-09-17 12:21:48,R_3P5AqTcJOUIVLTB,anonymous,EN,Edge,116.0.1938.76,Windows NT 10.0,1600x900,1,4.837,65.606,67.338,2,4.55,224.438,240.016,6,1,bowl,5.898,810.531,812.203,4,6,7,sos,2,5,4,2,3,5,1,I acted like a confused person,2,,4,2,4,3,4,2,5,2,2,3,5,2,6,24,2,MC2A
2023-09-17 13:57:39,2023-09-17 14:40:20,0,100,2560,1,2023-09-17 14:40:21,R_1OPmJiejbwRwF4M,anonymous,EN,Chrome,117.0.0.0,Windows NT 10.0,1536x864,1,9.117,59.279,79.82,4,107.238,168.927,206.034,7,1,bowl,572.234,813.588,814.178,2,5,7,sos,2,2,4,5,5,6,2,,2,,4,5,2,4,4,4,5,1,1,3,5,2,7,18,1,MC2A
