StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,meta_Browser,meta_Version,meta_Operating System,meta_Resolution,consent,Q37_First Click,Q37_Last Click,Q37_Page Submit,Q37_Click Count,Q38_First Click,Q38_Last Click,Q38_Page Submit,Q38_Click Count,entrance,pass_1,timing_mc1a_First Click,timing_mc1a_Last Click,timing_mc1a_Page Submit,timing_mc1a_Click Count,confidence,motivation,pass_4,interview_statements_1,interview_statements_2,interview_statements_3,interview_statements_4,knowledge_before,new_info,strategy,strategy_free,change_strategy,change_strategy_free,interview_adj_1,interview_adj_2,interview_adj_3,interview_adj_4,interview_adj_5,interview_adj_6,interviewer_adj_1,interviewer_adj_2,interviewer_adj_3,interviewer_adj_4,interviewer_adj_5,interviewer_adj_6,engagement,age,gender,cond
Start Date,End Date,Response Type,Progress,Duration (in seconds),Finished,Recorded Date,Response ID,Distribution Channel,User Language,Click to write the question text - Browser,Click to write the question text - Version,Click to write the question text - Operating System,Click to write the question text - Resolution,"The only requirement for participation in this study is that you are an adult (18 years or older). 

 

Purpose: 

The purpose of this research study is to test interview techniques for use when questioning criminal suspects or intelligence sources.

 

Procedures:  

If you volunteer to participate in this research study, we will ask you to do the following:

 

You will be asked to take part in an online study where you will be watch video clips. You will be asked to imagine that you are the first person in the video that’s performing several activities. After these watching the clips, you will be interviewed via Zoom. You may be asked to lie during this interview. After the interview, you will be asked to complete questionnaires about your experiences in the study.

 

The interview will be recorded. You will be given an opportunity to listen to this recording, and you will be given the opportunity to delete the file. If you withdraw from the study, we will delete your recording. All recordings will be stored in a locked data storage room or password protected hard drive. Only members of the research team will have access to the recordings. Recordings will be used only for research purposes (e.g., data coding).

 

We cannot tell you every detail of this study ahead of time, but if you are willing to participate under these conditions we will explain the procedures to you fully after your participation.

 

 

Time Commitment:

Your participation in this research study is expected to last for a total of 60 minutes.

 

Potential Risks or Discomforts: 

 
Participants may experience some stress during the interview.  

 
 

Potential Benefits: 
 

 
You will not directly benefit from your participation in this research study.

 
This study may provide valuable information about how police and military personnel can question suspects in an effective manner.

 
 

Payment for Participation: 
 

 

You will be paid £7.75 for your participation. 
 

 
 

Confidentiality: 
 

We will make our best efforts to maintain confidentiality of any information that is collected during this research study. We will disclose this information only with your permission or as required by law.

 

We will protect your confidentiality by ensuring that your name and other identifying information is not be present on any of the questionnaires for this study. All documents and recordings will be stored in a locked data storage room or on a password protected hard drive (for electronic files).

 

The research team, authorized University staff and government agencies that oversee this type of research may have access to research data and records in order to monitor the research. Research records provided to authorized, non-University individuals will not contain identifiable information about you. Publications and/or presentations that result from this study will not identify you by name.
 

 
 

Participants’ Rights: 
 

 
Your participation in this research study is entirely voluntary. If you decide not to participate, there will be no penalty to you, and you will not lose any benefits to which you are otherwise entitled.

 
You can decide to withdraw your consent and stop participating in the research at any time, without any penalty.



 

Contact:

Lina Nyström

PhD Candidate

lina.nystrom@psy.gu.se",Timing - First Click,Timing - Last Click,Timing - Page Submit,Timing - Click Count,Timing - First Click,Timing - Last Click,Timing - Page Submit,Timing - Click Count,"To begin your mission you first must decide how to
enter the Serenity Springs LLC building. You may choose to…","You have successfully entered the Serenity Springs LLC building. You enter the elevator to take you to the first stop on your mission.



 

You will soon watch a clip where you perform the mission. Please try to imagine that it is you performing the activities shown in the clip. Pay close attention to your surroundings and the tasks you are performing. 
We encourage you to take notes while watching the clip.


 

You need to enter a password below to continue with the study. Leave this webpage open and return to the Zoom call. Let the experimenter know that you need the password for the page ""goldfish"" and they will provide you with the password.",Timing - First Click,Timing - Last Click,Timing - Page Submit,Timing - Click Count,How confident are you in your ability to convince the interviewer that you are innocent?,How motivated are you to convince the interviewer that you are innocent?,"Please leave this page open when you return to the Zoom call for the interview. 
 

When you have completed the interview you will receive a password that will allow you to continue with the study.",Below is a list of statements that could describe the interview. Please indicate the extent to which you agree with each statement. - I am confident the interviewer believed I was innocent.,Below is a list of statements that could describe the interview. Please indicate the extent to which you agree with each statement. - It was difficult to convince the interviewer I was innocent.,Below is a list of statements that could describe the interview. Please indicate the extent to which you agree with each statement. - The interviewer was suspicious of me.,Below is a list of statements that could describe the interview. Please indicate the extent to which you agree with each statement. - The statement I gave the interviewer was convincing.,How much did the interviewer know about your activities before the interview?,How much new information do you think the interviewer learned about your activities from the interview?,"Did you have a strategy for convincing the interviewer
you were innocent?","If you did, please describe your strategy below.",Did you change your strategy during the interview?,"If you did, please describe how and why you changed your strategy below.","Below is a list of adjectives that could
describe the interview. Please mark the extent to which you agree with
each statement by choosing one of the options. - Smooth","Below is a list of adjectives that could
describe the interview. Please mark the extent to which you agree with
each statement by choosing one of the options. - Awkward","Below is a list of adjectives that could
describe the interview. Please mark the extent to which you agree with
each statement by choosing one of the options. - Comfortable","Below is a list of adjectives that could
describe the interview. Please mark the extent to which you agree with
each statement by choosing one of the options. - Difficult","Below is a list of adjectives that could
describe the interview. Please mark the extent to which you agree with
each statement by choosing one of the options. - Open","Below is a list of adjectives that could
describe the interview. Please mark the extent to which you agree with
each statement by choosing one of the options. - Pleasant","Below is a list of adjectives that could
describe the interviewer. Please mark the extent to which you agree with
each statement by choosing one of the options. - Friendly","Below is a list of adjectives that could
describe the interviewer. Please mark the extent to which you agree with
each statement by choosing one of the options. - Challenging","Below is a list of adjectives that could
describe the interviewer. Please mark the extent to which you agree with
each statement by choosing one of the options. - Aggressive","Below is a list of adjectives that could
describe the interviewer. Please mark the extent to which you agree with
each statement by choosing one of the options. - Sympathetic","Below is a list of adjectives that could
describe the interviewer. Please mark the extent to which you agree with
each statement by choosing one of the options. - Interested","Below is a list of adjectives that could
describe the interviewer. Please mark the extent to which you agree with
each statement by choosing one of the options. - Rough",To what extent did you feel engaged with the clips in the study?,Please state your age,Gender,cond
"{""ImportId"":""startDate"",""timeZone"":""Europe/Berlin""}","{""ImportId"":""endDate"",""timeZone"":""Europe/Berlin""}","{""ImportId"":""status""}","{""ImportId"":""progress""}","{""ImportId"":""duration""}","{""ImportId"":""finished""}","{""ImportId"":""recordedDate"",""timeZone"":""Europe/Berlin""}","{""ImportId"":""_recordId""}","{""ImportId"":""distributionChannel""}","{""ImportId"":""userLanguage""}","{""ImportId"":""QID35_BROWSER""}","{""ImportId"":""QID35_VERSION""}","{""ImportId"":""QID35_OS""}","{""ImportId"":""QID35_RESOLUTION""}","{""ImportId"":""QID33""}","{""ImportId"":""QID65_FIRST_CLICK""}","{""ImportId"":""QID65_LAST_CLICK""}","{""ImportId"":""QID65_PAGE_SUBMIT""}","{""ImportId"":""QID65_CLICK_COUNT""}","{""ImportId"":""QID66_FIRST_CLICK""}","{""ImportId"":""QID66_LAST_CLICK""}","{""ImportId"":""QID66_PAGE_SUBMIT""}","{""ImportId"":""QID66_CLICK_COUNT""}","{""ImportId"":""QID4""}","{""ImportId"":""QID5_TEXT""}","{""ImportId"":""QID39_FIRST_CLICK""}","{""ImportId"":""QID39_LAST_CLICK""}","{""ImportId"":""QID39_PAGE_SUBMIT""}","{""ImportId"":""QID39_CLICK_COUNT""}","{""ImportId"":""QID15""}","{""ImportId"":""QID16""}","{""ImportId"":""QID44_TEXT""}","{""ImportId"":""QID21_1""}","{""ImportId"":""QID21_2""}","{""ImportId"":""QID21_3""}","{""ImportId"":""QID21_4""}","{""ImportId"":""QID22""}","{""ImportId"":""QID23""}","{""ImportId"":""QID24""}","{""ImportId"":""QID25_TEXT""}","{""ImportId"":""QID27""}","{""ImportId"":""QID28_TEXT""}","{""ImportId"":""QID29_1""}","{""ImportId"":""QID29_2""}","{""ImportId"":""QID29_3""}","{""ImportId"":""QID29_4""}","{""ImportId"":""QID29_5""}","{""ImportId"":""QID29_6""}","{""ImportId"":""QID30_1""}","{""ImportId"":""QID30_2""}","{""ImportId"":""QID30_3""}","{""ImportId"":""QID30_4""}","{""ImportId"":""QID30_5""}","{""ImportId"":""QID30_6""}","{""ImportId"":""QID58""}","{""ImportId"":""QID31_TEXT""}","{""ImportId"":""QID32""}","{""ImportId"":""cond""}"
2023-09-16 12:45:01,2023-09-16 14:00:35,0,100,4534,1,2023-09-16 14:00:36,R_1q2nuw9bX3YT0yM,anonymous,EN,Chrome,116.0.0.0,Linux x86_64,1680x1050,1,0,0,140.168,0,0,0,240.012,0,1,bowl,3.921,9.863,740.638,4,4,7,sos,2,5,4,5,3,2,1,"Deceive, Inveigle, and obfuscate. Basically I denied everything, but my answers were vague to protect me from breaking the law by lying to an investigator. I wanted to be friendly, but not helpful. I wanted to be confident, but not cocky. I wanted to be curious, but not attract further curiosity. I wanted to seem forth-coming with my answers, but I made sure to select a few questions to purposely avoid answering. For example, what did you do inside the bathroom. I wanted to make the interviewer laugh. ",1,"I did not intend to make the interviewer laugh when I was preparing. My initial plan was to stick to the story about using the bathroom. After first making the claim about my purpose inside, the investigator laughed and I decided that some light humor may help my situation. I was expecting a more serious tone from the security agent and so I had not expected humor to come into play. At the end, I felt that asking the investigator to join me for lunch was a good way to test their suspicions about me. If I was under suspicion, I expect the agent may have said yes to gain my contact information. This would help for making an arrest at a later point. When the investigator declined, I felt relieved that there was no reason to seek further contact. ",5,1,4,2,4,5,4,4,1,2,5,1,7,29,1,MC1A
2023-09-16 15:03:28,2023-09-16 15:56:16,0,100,3168,1,2023-09-16 15:56:18,R_1fee1pIi1llOwjZ,anonymous,EN,Chrome,116.0.0.0,Windows NT 10.0,1536x864,1,0,0,73.597,0,0,0,120.034,0,1,bowl,0,0,790.048,0,2,6,sos,4,2,4,4,2,5,1,Trying to avoid mentioning the places that I had been when comitting the crime.,2,,5,2,5,1,5,4,5,2,1,3,5,2,6,21,2,MC1A
2023-09-16 15:08:05,2023-09-16 16:13:40,0,100,3934,1,2023-09-16 16:13:42,R_1jpkH3XZ0o9xdhr,anonymous,EN,Chrome,116.0.0.0,Windows NT 10.0,1920x1080,1,115.491,119.325,140.007,2,0,0,186.66,0,1,bowl,0,0,3041.666,0,1,5,sos,1,4,5,1,4,6,2,I failed pretty badly,1,"After i literally got caught for good i tried changing the story in order to accuse my ""friend""",2,5,1,5,4,4,3,5,1,1,4,3,6,34,1,MC1A
2023-09-16 15:35:04,2023-09-16 16:53:51,0,95,4727,0,2023-09-16 19:35:05,R_XANw1V9d7KoUagV,anonymous,EN,Chrome,116.0.0.0,Windows NT 10.0,2560x1440,1,6.195,15.531,97.813,2,48.186,48.797,176.93,2,1,bowl,731.558,731.558,744.59,1,4,6,sos,2,5,4,3,6,5,2,So I thought I had such a strategy but at first I didn't know that there were CCTV cameras on the corridors which was the key factor in proving me guilty and I didn't have an option to prepare for it so I got a bit lost in my statements.,1,"Yes, at first I had a strategy to deny everything but when I heard of CCTV cameras I convinced partly that I was walking through the corridor of Doctor's room.",2,4,2,5,4,2,2,5,4,2,3,5,6,21,1,MC1A
2023-09-16 15:46:47,2023-09-16 16:22:46,0,53,2159,0,2023-09-16 19:46:49,R_3CHH1csWyVjSsDD,anonymous,EN,Chrome,116.0.0.0,Windows NT 10.0,1920x1080,1,0,0,100.138,0,0,0,108.645,0,1,bowl,0,0,737.521,0,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,MC1A
2023-09-16 16:10:19,2023-09-16 16:11:15,0,16,56,0,2023-09-16 20:10:24,R_24cSMaLvIXObay8,anonymous,EN,Chrome,116.0.0.0,Windows NT 10.0,1920x1080,1,0,0,38.379,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MC1A
2023-09-21 10:55:17,2023-09-21 11:34:31,0,100,2353,1,2023-09-21 11:34:32,R_2uqEjzjzulT6UnW,anonymous,EN,Chrome,116.0.0.0,Windows NT 10.0,1920x1080,1,8.275,91.698,102.023,9,58.871,126.879,238.039,3,1,bowl,0,0,736.377,0,2,6,sos,1,5,5,1,7,1,1,"My strategy was to tell her that I only went to one floor, the 3rd floor. This is a floor where I had none of the activities happening because those happened on the 1st, the 6th, 4th, and 5th. ",2,"When the interviewer mentioned that there was evidence of me being on the other floors, I kept saying that I only went to the third floor. I did not want to change my statement",1,4,1,5,2,1,5,4,1,3,3,3,6,27,2,MC1A
2023-09-21 10:34:47,2023-09-21 10:44:55,0,38,608,0,2023-09-21 14:34:49,R_T6r8e6OvG6h2yQx,anonymous,EN,Safari,15.6.1,Macintosh,1366x768,1,0,0,145.089,0,35.353,35.353,154.582,1,2,bowl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MC1A
